transaction_id,station_id,timestamp,ticket_type,passenger_category,entry_station,exit_station,travel_duration,fare_amount,payment_method
TXN00019155,NGP008,2024-10-12 20:54:00,QR Ticket,Senior Citizen,Sitabuldi,Automotive Square,15,30,Metro App
TXN00019156,DEL022,2024-12-23 05:58:00,QR Ticket,Student,INA,Hauz Khas,20,30,NCMC Card
TXN00019157,MUM056,2024-11-09 19:08:00,QR Ticket,Women,Dadar,Andheri,18,30,Credit/Debit Card
TXN00019158,HYD054,2024-10-20 22:47:00,Token,General,RTC Cross Roads,Secunderabad West,13,20,Cash
TXN00019159,DEL195,2024-12-23 08:12:00,Smart Card,General,Gokulpuri,Govind Puri,43,36,Cash
TXN00019160,DEL148,2024-10-25 17:09:00,QR Ticket,General,Palam,Dilshad Garden,55,50,Metro App
TXN00019161,BLR031,2024-11-29 09:57:00,QR Ticket,General,Kundalahalli,Yeshwanthpur,43,40,UPI
TXN00019162,PUN025,2024-10-09 13:20:00,Token,General,Ruby Hall Clinic,Khadki,24,30,Cash
TXN00019163,BLR031,2024-12-22 12:15:00,QR Ticket,General,Kundalahalli,Magadi Road,35,40,Metro App
TXN00019164,HYD022,2024-11-09 19:32:00,Smart Card,General,New Market,Ameerpet,29,27,UPI
TXN00019165,JAI003,2024-10-22 20:32:00,Token,Senior Citizen,Vivek Vihar,Shyam Nagar,8,10,Cash
TXN00019166,CHN020,2024-10-16 10:54:00,QR Ticket,General,Theagaraya College,Anna Nagar East,19,30,UPI
TXN00019167,DEL015,2024-11-26 14:41:00,QR Ticket,General,New Delhi,Vidhan Sabha,16,30,NCMC Card
TXN00019168,KOL024,2024-10-04 17:19:00,QR Ticket,General,Kavi Nazrul,Mahanayak Uttam Kumar,10,20,Cash
TXN00019169,DEL199,2024-12-15 22:46:00,Token,Student,Punjabi Bagh,Maujpur Babarpur,37,40,Credit/Debit Card
TXN00019170,LKO018,2024-12-23 05:32:00,QR Ticket,Student,Lekhraj Market,Alambagh Bus Station,19,30,Cash
TXN00019171,DEL041,2024-10-26 06:38:00,Token,General,Dwarka Sector 10,Uttam Nagar East,17,30,Cash
TXN00019172,KOL034,2024-11-22 11:01:00,Monthly Pass,General,Sealdah,Netaji Bhavan,17,18,Cash
TXN00019173,DEL157,2024-11-14 06:54:00,QR Ticket,Women,Chirag Delhi,Mohan Estate,35,40,UPI
TXN00019174,DEL059,2024-10-19 22:37:00,QR Ticket,Senior Citizen,Kirti Nagar,Green Park,21,30,Credit/Debit Card
TXN00019175,DEL088,2024-10-09 18:31:00,QR Ticket,General,Rohini West,Central Secretariat,34,40,UPI
TXN00019176,DEL121,2024-10-15 19:17:00,QR Ticket,General,Jawaharlal Nehru Stadium,Vinobapuri,34,40,Metro App
TXN00019177,DEL121,2024-12-14 11:39:00,Smart Card,General,Jawaharlal Nehru Stadium,Dwarka Sector 8,42,36,Metro App
TXN00019178,BLR012,2024-10-19 20:53:00,QR Ticket,Differently-abled,Hosahalli,Kundalahalli,37,40,UPI
TXN00019179,NGP022,2024-12-15 19:33:00,Smart Card,Student,Vasudev Nagar,Rachana Ring Road,6,9,NCMC Card
TXN00019180,NDA001,2024-10-17 19:17:00,Token,General,Noida Sector 51,Noida Sector 144,23,30,Cash
TXN00019181,MUM050,2024-11-17 08:57:00,Token,Student,Mumbai Central Metro,Worli,9,20,NCMC Card
TXN00019182,DEL015,2024-11-20 21:09:00,QR Ticket,Women,New Delhi,Govind Puri,39,40,UPI
TXN00019183,DEL221,2024-10-05 11:53:00,QR Ticket,Senior Citizen,IGI Airport,Qutab Minar,13,20,NCMC Card
TXN00019184,DEL188,2024-11-23 10:39:00,QR Ticket,General,Anand Vihar ISBT,Rajouri Garden,26,30,Metro App
TXN00019185,BLR032,2024-10-08 23:04:00,Token,Student,Nallurhalli,Jayanagar,37,40,Cash
TXN00019186,CHN005,2024-12-27 14:57:00,QR Ticket,Senior Citizen,St. Thomas Mount,Anna Nagar Tower,21,30,UPI
TXN00019187,HYD007,2024-10-11 14:04:00,Smart Card,Differently-abled,Bharat Nagar,Parade Ground,19,27,NCMC Card
TXN00019188,MUM058,2024-10-28 16:20:00,Smart Card,General,Dharavi,Azad Nagar,13,18,Metro App
TXN00019189,MUM009,2024-11-22 09:55:00,Monthly Pass,General,Saki Naka,Dahanukarwadi,29,36,NCMC Card
TXN00019190,DEL207,2024-10-11 20:17:00,QR Ticket,General,Nangloi,Jasola Apollo,60,50,Metro App
TXN00019191,MUM011,2024-10-04 08:02:00,Smart Card,General,Jagruti Nagar,Lower Oshiwara,24,27,NCMC Card
TXN00019192,DEL048,2024-10-19 20:52:00,Smart Card,General,Nawada,Keshav Puram,37,36,UPI
TXN00019193,KOL021,2024-12-23 18:08:00,Smart Card,Student,Netaji,Baranagar,31,36,NCMC Card
TXN00019194,HYD033,2024-12-01 13:56:00,QR Ticket,General,Jubilee Hills Check Post,HITEC City,12,20,UPI
TXN00019195,HYD004,2024-12-13 08:39:00,Smart Card,General,Kukatpally,Chaitanyapuri,42,36,UPI
TXN00019196,DEL182,2024-11-15 21:46:00,Smart Card,Student,Sarai Kale Khan Nizamuddin,Dwarka Sector 14,42,36,Cash
TXN00019197,HYD040,2024-11-18 14:39:00,Monthly Pass,General,Paradise,Balanagar,18,27,NCMC Card
TXN00019198,DEL013,2024-12-22 22:37:00,Token,Women,Chandni Chowk,Mayapuri,26,30,Cash
TXN00019199,HYD035,2024-11-06 10:07:00,QR Ticket,Women,Yusufguda,Prakash Nagar,13,20,Cash
TXN00019200,DEL049,2024-12-12 20:37:00,Smart Card,Tourist,Uttam Nagar West,Dabri Mor Janakpuri South,17,27,Cash
TXN00019201,DEL085,2024-11-28 18:15:00,Smart Card,Student,Noida Sector 62,Kirti Nagar,39,36,Credit/Debit Card
TXN00019202,DEL063,2024-11-21 17:08:00,Smart Card,Student,Karol Bagh,Ramesh Nagar,15,18,Cash
TXN00019203,AMD011,2024-12-27 13:15:00,QR Ticket,General,Kankaria East,Vadaj,25,30,Cash
TXN00019204,DEL069,2024-11-27 17:46:00,Smart Card,General,Indraprastha,IGI Airport,35,36,UPI
TXN00019205,BLR019,2024-10-15 11:55:00,Smart Card,General,MG Road,Lalbagh,19,27,UPI
TXN00019206,DEL149,2024-10-24 17:52:00,Token,Student,Sadar Bazar Cantonment,Nangloi,19,30,UPI
TXN00019207,DEL008,2024-12-17 22:21:00,Smart Card,General,GTB Nagar,Malviya Nagar,35,36,UPI
TXN00019208,KOL009,2024-12-17 22:40:00,QR Ticket,General,Mahatma Gandhi Road,Mahanayak Uttam Kumar,19,30,Cash
TXN00019209,BLR034,2024-12-12 20:18:00,Smart Card,General,Pattandur Agrahara,KR Market,38,36,NCMC Card
TXN00019210,DEL099,2024-11-01 20:10:00,QR Ticket,General,Tis Hazari,Sir Vishweshwaraiah Moti Bagh,10,20,Cash
TXN00019211,MUM059,2024-10-09 11:54:00,QR Ticket,General,BKC,Mumbai Central Metro,21,30,Credit/Debit Card
TXN00019212,JAI009,2024-11-13 10:11:00,QR Ticket,General,Chandpole,Choti Chaupar,8,10,Cash
TXN00019213,DEL069,2024-10-20 18:09:00,QR Ticket,General,Indraprastha,Ramesh Nagar,25,30,Credit/Debit Card
TXN00019214,DEL115,2024-12-05 05:59:00,QR Ticket,General,Lal Qila,ESI Basaidarapur,23,30,Cash
TXN00019215,CHN037,2024-11-12 09:46:00,Token,Student,Ekkattuthangal,Anna Nagar Tower,24,30,NCMC Card
TXN00019216,PUN001,2024-10-06 23:32:00,QR Ticket,General,PCMC,Nal Stop,29,40,Credit/Debit Card
TXN00019217,BHO011,2024-11-24 08:40:00,QR Ticket,Senior Citizen,Rani Kamlapati Station,Nadra Bus Stand,13,20,Credit/Debit Card
TXN00019218,HYD031,2024-10-06 14:10:00,Token,General,Madhapur,Kukatpally,17,30,Cash
TXN00019219,HYD013,2024-10-29 18:47:00,Smart Card,Student,Irrum Manzil,Raidurg,33,36,UPI
TXN00019220,MUM048,2024-10-06 21:03:00,Smart Card,Senior Citizen,Girgaon,Azad Nagar,28,36,Credit/Debit Card
TXN00019221,DEL126,2024-12-26 11:15:00,Smart Card,General,Nehru Place,IIT Delhi,28,27,Metro App
TXN00019222,DEL198,2024-11-20 12:52:00,QR Ticket,General,Ashok Park Main,Hauz Khas,23,30,NCMC Card
TXN00019223,KOL025,2024-12-23 21:59:00,QR Ticket,Tourist,Shahid Khudiram,Chandni Chowk,25,30,UPI
TXN00019224,DEL093,2024-11-25 20:12:00,Smart Card,Student,Keshav Puram,RK Puram,28,27,Credit/Debit Card
TXN00019225,HYD031,2024-10-25 18:29:00,Smart Card,General,Madhapur,Nagole,39,36,Metro App
TXN00019226,DEL155,2024-12-11 10:32:00,QR Ticket,General,IIT Delhi,Janpath,17,30,UPI
TXN00019227,MUM018,2024-11-15 18:12:00,Monthly Pass,General,Borivali West,Churchgate,57,45,UPI
TXN00019228,DEL034,2024-10-13 13:17:00,Monthly Pass,General,Sikanderpur,Rajiv Chowk,37,36,NCMC Card
TXN00019229,DEL149,2024-12-29 20:49:00,Smart Card,Senior Citizen,Sadar Bazar Cantonment,Ramesh Nagar,16,27,Metro App
TXN00019230,MUM040,2024-11-22 14:54:00,Token,General,Mogra,Santacruz Metro,15,30,NCMC Card
TXN00019231,DEL066,2024-10-18 08:52:00,Smart Card,Women,Barakhamba Road,Arthala,48,45,UPI
TXN00019232,IDR002,2024-11-18 20:54:00,Token,Tourist,Super Corridor 6,Gandhi Nagar,9,10,Cash
TXN00019233,NDA009,2024-10-21 22:28:00,Monthly Pass,Women,Noida Sector 143,Depot Station,29,36,UPI
TXN00019234,DEL057,2024-10-25 05:43:00,Token,General,Ramesh Nagar,New Delhi,18,30,Cash
TXN00019235,MUM067,2024-11-17 14:26:00,Smart Card,Student,Aarey JVLR,Andheri,16,27,NCMC Card
TXN00019236,CHN005,2024-11-12 22:24:00,Smart Card,General,St. Thomas Mount,Thousand Lights,24,27,NCMC Card
TXN00019237,BLR028,2024-12-15 15:47:00,Smart Card,Women,Garudacharpalya,Sir M. Visvesvaraya,28,27,NCMC Card
TXN00019238,DEL173,2024-12-20 19:11:00,Smart Card,Women,Naraina Vihar,South Extension,8,18,UPI
TXN00019239,KOL024,2024-12-17 19:36:00,QR Ticket,General,Kavi Nazrul,Bengal Chemical,26,30,Credit/Debit Card
TXN00019240,BLR047,2024-10-07 15:03:00,Token,General,Yeshwanthpur,Chikkabidarakallu,15,30,Cash
TXN00019241,BLR024,2024-11-09 15:45:00,Token,General,Baiyappanahalli,Yelachenahalli,26,30,Cash
TXN00019242,DEL190,2024-10-07 08:18:00,Smart Card,General,Karkarduma Court,Bhikaji Cama Place,18,27,Metro App
TXN00019243,DEL117,2024-12-25 18:37:00,Token,General,Delhi Gate,Hindon River,46,40,Metro App
TXN00019244,BLR067,2024-12-25 06:47:00,Monthly Pass,General,Thalaghattapura,Chikkabidarakallu,43,36,UPI
TXN00019245,NGP012,2024-12-12 09:56:00,Smart Card,General,Chhatrapati Square,New Airport,15,18,UPI
TXN00019246,JAI007,2024-10-16 06:28:00,QR Ticket,General,Railway Station,New Aatish Market,14,30,UPI
TXN00019247,BLR048,2024-12-07 17:02:00,Smart Card,Tourist,Sandal Soap Factory,JP Nagar,23,27,Cash
TXN00019248,BLR011,2024-12-17 07:06:00,Monthly Pass,Senior Citizen,Vijayanagar,Deepanjali Nagar,9,18,UPI
TXN00019249,KOL027,2024-10-22 16:25:00,Smart Card,Women,Salt Lake Sector V,Chandni Chowk,14,18,NCMC Card
TXN00019250,DEL099,2024-12-21 20:09:00,QR Ticket,Senior Citizen,Tis Hazari,Anand Vihar ISBT,11,20,NCMC Card
TXN00019251,BLR045,2024-12-11 09:57:00,QR Ticket,General,Peenya,MG Road,25,30,UPI
TXN00019252,PUN026,2024-12-25 19:37:00,QR Ticket,General,Bund Garden,Anand Nagar,32,40,UPI
TXN00019253,MUM050,2024-11-07 08:43:00,QR Ticket,General,Mumbai Central Metro,Oshiwara,32,40,UPI
TXN00019254,DEL029,2024-12-15 18:23:00,QR Ticket,General,Chhatarpur,Durgabai Deshmukh South Campus,51,50,Cash
TXN00019255,DEL202,2024-10-10 15:43:00,Smart Card,Women,Paschim Vihar East,Malviya Nagar,30,36,Metro App
TXN00019256,DEL025,2024-10-22 09:13:00,QR Ticket,General,Hauz Khas,Uttam Nagar East,12,20,UPI
TXN00019257,DEL027,2024-12-12 05:08:00,Token,Student,Saket,INA,31,40,Cash
TXN00019258,DEL054,2024-10-11 23:31:00,QR Ticket,Women,Subhash Nagar,Majlis Park,34,40,Cash
TXN00019259,MUM061,2024-12-14 19:08:00,QR Ticket,General,Santacruz Metro,D.N. Nagar,10,20,Cash
TXN00019260,CHN027,2024-12-21 07:25:00,Token,Senior Citizen,Pachaiyappa's College,Guindy,17,20,NCMC Card
TXN00019261,DEL128,2024-11-09 08:46:00,QR Ticket,Senior Citizen,Govind Puri,Kirti Nagar,28,40,Metro App
TXN00019262,DEL213,2024-12-10 20:06:00,Monthly Pass,General,Tikri Kalan,Central Secretariat,36,36,Cash
TXN00019263,PUN005,2024-12-23 18:23:00,Smart Card,General,Phugewadi,Kalyani Nagar,37,36,Metro App
TXN00019264,LKO003,2024-11-04 20:19:00,QR Ticket,Women,Transport Nagar,CCS Airport,9,10,Metro App
TXN00019265,BHO011,2024-12-10 09:41:00,QR Ticket,General,Rani Kamlapati Station,MP Nagar,8,20,NCMC Card
TXN00019266,DEL146,2024-10-04 16:26:00,Smart Card,General,Dabri Mor Janakpuri South,IFFCO Chowk,38,36,UPI
TXN00019267,MUM013,2024-10-10 13:53:00,QR Ticket,Student,Dahisar East,Dahanukarwadi,20,30,Cash
TXN00019268,DEL081,2024-11-13 18:52:00,Smart Card,General,Noida Sector 34,Govind Puri,29,27,UPI
TXN00019269,DEL061,2024-10-09 21:42:00,QR Ticket,Tourist,Patel Nagar,New Ashok Nagar,20,30,Credit/Debit Card
TXN00019270,MUM013,2024-10-05 06:22:00,QR Ticket,General,Dahisar East,Worli,49,50,Cash
TXN00019271,DEL021,2024-10-16 12:29:00,Smart Card,Differently-abled,Jor Bagh,Mansarovar Park,50,45,NCMC Card
TXN00019272,DEL026,2024-10-30 08:26:00,Smart Card,Senior Citizen,Malviya Nagar,Khan Market,36,36,Metro App
TXN00019273,DEL038,2024-11-13 15:02:00,QR Ticket,General,Dwarka Sector 21,Ashok Park Main,29,40,Credit/Debit Card
TXN00019274,BLR048,2024-12-02 12:37:00,Monthly Pass,General,Sandal Soap Factory,Seetharamapalya,40,36,Metro App
TXN00019275,DEL009,2024-10-14 14:17:00,Smart Card,General,Vishwavidyalaya,Botanical Garden,48,45,Credit/Debit Card
TXN00019276,BLR031,2024-10-13 23:41:00,Smart Card,Student,Kundalahalli,National College,40,36,Metro App
TXN00019277,HYD040,2024-10-30 07:16:00,Smart Card,General,Paradise,Stadium,19,27,UPI
TXN00019278,NGP002,2024-10-07 20:21:00,Smart Card,General,Nari Road,Institution of Engineers,19,27,Metro App
TXN00019279,BLR019,2024-10-23 10:51:00,Smart Card,Student,MG Road,Majestic,17,27,Credit/Debit Card
TXN00019280,DEL121,2024-11-09 20:56:00,QR Ticket,Student,Jawaharlal Nehru Stadium,Dilshad Garden,37,40,NCMC Card
TXN00019281,DEL070,2024-11-04 22:04:00,QR Ticket,Student,Yamuna Bank,Krishna Nagar,26,30,UPI
TXN00019282,BLR001,2024-12-25 06:21:00,Smart Card,General,Challaghatta,Halasuru,38,36,UPI
TXN00019283,DEL032,2024-11-27 18:33:00,Token,General,Arjan Garh,Mandi House,41,40,Cash
TXN00019284,BLR037,2024-10-05 05:39:00,Smart Card,Differently-abled,Whitefield (Kadugodi),Silk Institute,44,36,UPI
TXN00019285,DEL209,2024-11-14 16:50:00,Smart Card,General,Rajdhani Park,Kohat Enclave,33,36,NCMC Card
TXN00019286,DEL002,2024-10-27 08:34:00,Smart Card,General,Rohini Sector 18-19,Sarita Vihar,69,54,Cash
TXN00019287,DEL053,2024-10-10 09:03:00,Smart Card,General,Tilak Nagar,Shahdara,44,36,Metro App
TXN00019288,DEL143,2024-10-01 21:11:00,Smart Card,Student,Escorts Mujesar,Dwarka Sector 12,69,54,NCMC Card
TXN00019289,MUM011,2024-11-17 05:34:00,Smart Card,Student,Jagruti Nagar,Marol Naka,20,27,Cash
TXN00019290,DEL167,2024-11-12 17:32:00,Token,General,Majlis Park,Dwarka Sector 10,39,40,Cash
TXN00019291,HYD054,2024-10-26 18:27:00,QR Ticket,Women,RTC Cross Roads,JNTU College,33,40,UPI
TXN00019292,HYD011,2024-12-29 12:26:00,Token,General,Ameerpet,Habsiguda,23,30,UPI
TXN00019293,PUN006,2024-12-08 08:57:00,QR Ticket,Student,Dapodi,Range Hills,15,30,Credit/Debit Card
TXN00019294,DEL061,2024-11-03 17:13:00,Smart Card,General,Patel Nagar,Patel Chowk,23,27,UPI
TXN00019295,DEL009,2024-12-28 06:50:00,Smart Card,Student,Vishwavidyalaya,Janakpuri West,22,27,UPI
TXN00019296,DEL209,2024-11-22 21:06:00,Smart Card,General,Rajdhani Park,Delhi Cantt,40,36,Credit/Debit Card
TXN00019297,KOL004,2024-12-25 20:02:00,Smart Card,Student,Dum Dum,Dakshineswar,11,9,UPI
TXN00019298,MUM033,2024-11-10 18:13:00,Smart Card,General,Poisar,Airport Road,30,36,Credit/Debit Card
TXN00019299,MUM060,2024-10-27 17:43:00,Monthly Pass,General,Vidyanagari,Ovaripada,39,36,UPI
TXN00019300,BLR017,2024-10-08 17:20:00,Smart Card,General,Vidhana Soudha,Vajarahalli,21,27,Metro App
TXN00019301,AMD003,2024-12-02 09:49:00,Smart Card,Senior Citizen,Rajivnagar,Amraiwadi,21,27,Cash
TXN00019302,HYD004,2024-10-25 08:02:00,Smart Card,General,Kukatpally,Durgam Cheruvu,22,27,Credit/Debit Card
TXN00019303,DEL016,2024-11-28 14:02:00,QR Ticket,General,Rajiv Chowk,Nangloi Railway Station,26,30,Cash
TXN00019304,MUM004,2024-12-23 09:48:00,Token,General,Andheri,Malad West,24,30,Cash
TXN00019305,NGP012,2024-10-13 05:13:00,Smart Card,Tourist,Chhatrapati Square,Airport,9,18,Cash
TXN00019306,KOL030,2024-10-12 07:44:00,QR Ticket,General,City Centre,Belgachia,9,20,UPI
TXN00019307,AMD010,2024-10-29 19:20:00,Monthly Pass,General,Kalupur Railway Station,Thaltej Gam,12,18,UPI
TXN00019308,HYD049,2024-11-03 22:23:00,Smart Card,General,Nagole,RTC Cross Roads,17,27,NCMC Card
TXN00019309,MUM021,2024-10-08 09:47:00,Token,Student,Dahanukarwadi,Goregaon West,15,20,Cash
TXN00019310,DEL148,2024-11-16 10:06:00,Smart Card,General,Palam,Dwarka Sector 9,18,27,UPI
TXN00019311,BLR006,2024-12-14 16:34:00,Monthly Pass,General,Rajarajeshwari Nagar,Srirampura,13,18,Cash
TXN00019312,DEL219,2024-12-24 08:35:00,Token,Senior Citizen,Dhaula Kuan,IGI Airport,19,30,Cash
TXN00019313,HYD015,2024-12-16 22:16:00,Token,Tourist,Lakdikapul,LB Nagar,30,40,Credit/Debit Card
TXN00019314,CHN007,2024-12-22 08:27:00,Smart Card,General,Guindy,Nandanam,8,9,Metro App
TXN00019315,DEL059,2024-11-06 08:34:00,Smart Card,General,Kirti Nagar,Seelampur,34,36,UPI
TXN00019316,BLR032,2024-12-05 18:37:00,QR Ticket,Student,Nallurhalli,Sir M. Visvesvaraya,32,40,NCMC Card
TXN00019317,DEL195,2024-11-13 18:05:00,QR Ticket,Student,Gokulpuri,Rohini West,41,40,UPI
TXN00019318,BLR009,2024-10-03 10:31:00,Token,General,Deepanjali Nagar,Mysuru Road,6,10,Cash
TXN00019319,DEL102,2024-11-03 21:04:00,Monthly Pass,General,Welcome,Naraina Vihar,24,27,NCMC Card
TXN00019320,MUM007,2024-10-16 23:53:00,Token,General,Airport Road,Andheri,12,20,Cash
TXN00019321,BLR014,2024-12-17 07:47:00,QR Ticket,General,City Railway Station,Konanakunte Cross,16,30,NCMC Card
TXN00019322,LKO013,2024-11-17 10:50:00,Smart Card,Senior Citizen,Hazratganj,Charbagh,9,18,NCMC Card
TXN00019323,DEL095,2024-10-10 18:55:00,Smart Card,General,Inderlok,Paschim Vihar West,20,27,UPI
TXN00019324,BLR030,2024-10-04 20:51:00,Smart Card,General,Seetharamapalya,Hosahalli,38,36,UPI
TXN00019325,DEL175,2024-12-07 10:19:00,Monthly Pass,Student,Durgabai Deshmukh South Campus,Terminal 1 IGI Airport,29,36,Cash
TXN00019326,DEL126,2024-10-06 08:28:00,QR Ticket,Senior Citizen,Nehru Place,ESI Basaidarapur,49,50,UPI
TXN00019327,JAI007,2024-12-17 19:49:00,QR Ticket,General,Railway Station,Badi Chaupar,11,20,UPI
TXN00019328,DEL175,2024-11-04 18:07:00,Smart Card,Student,Durgabai Deshmukh South Campus,Kashmere Gate,15,18,Cash
TXN00019329,DEL147,2024-11-03 10:58:00,QR Ticket,General,Dashrath Puri,Yashobhoomi Dwarka Sector 25,29,40,Metro App
TXN00019330,DEL183,2024-11-12 10:23:00,Smart Card,Differently-abled,Mayur Vihar Pocket-1,Ashok Park Main,27,27,UPI
TXN00019331,CHN016,2024-12-21 18:52:00,Smart Card,Women,Chennai Central Metro,Pachaiyappa's College,10,18,UPI
TXN00019332,DEL148,2024-12-17 23:54:00,Smart Card,General,Palam,Delhi Aerocity,18,27,Credit/Debit Card
TXN00019333,BLR051,2024-12-08 19:42:00,Smart Card,General,Mahakavi Kuvempu Road,Magadi Road,8,9,Metro App
TXN00019334,DEL144,2024-11-22 09:19:00,Smart Card,General,Sant Surdas Sihi,Rohini Sector 18-19,95,54,Cash
TXN00019335,DEL104,2024-10-02 18:34:00,Token,General,Mansarovar Park,Lal Qila,25,30,Credit/Debit Card
TXN00019336,DEL149,2024-12-13 20:05:00,Smart Card,General,Sadar Bazar Cantonment,Rajiv Chowk,13,18,Cash
TXN00019337,DEL162,2024-12-20 13:01:00,QR Ticket,Senior Citizen,Jamia Millia Islamia,Hauz Khas,29,40,UPI
TXN00019338,DEL067,2024-10-24 12:40:00,Smart Card,Senior Citizen,Mandi House,Rohini Sector 18-19,42,36,Credit/Debit Card
TXN00019339,BLR035,2024-10-24 08:19:00,Smart Card,General,Kadugodi Tree Park,Vijayanagar,47,45,Credit/Debit Card
TXN00019340,HYD026,2024-11-12 19:46:00,Smart Card,General,Victoria Memorial,Dilsukhnagar,10,9,NCMC Card
TXN00019341,DEL166,2024-12-04 15:23:00,Smart Card,Senior Citizen,Okhla Bird Sanctuary,Jasola Vihar Shaheen Bagh,12,18,UPI
TXN00019342,AMD025,2024-10-16 19:53:00,Token,General,Usmanpura,Old High Court,14,20,NCMC Card
TXN00019343,NGP006,2024-12-14 16:17:00,Token,Student,Kasturchand Park,Agrasen Square,18,30,NCMC Card
TXN00019344,NGP010,2024-10-15 22:19:00,Smart Card,General,Rahate Colony,Jhansi Rani Square,8,9,Cash
TXN00019345,HYD009,2024-12-01 14:28:00,Smart Card,Women,ESI Hospital,Prakash Nagar,12,18,NCMC Card
TXN00019346,DEL119,2024-10-27 08:09:00,Token,Student,Janpath,Nangloi Railway Station,42,40,Cash
TXN00019347,DEL208,2024-10-10 20:37:00,Smart Card,Tourist,Nangloi Railway Station,Adarsh Nagar,25,27,Cash
TXN00019348,DEL091,2024-12-28 17:04:00,Monthly Pass,General,Kohat Enclave,Sarita Vihar,60,45,Credit/Debit Card
TXN00019349,BLR061,2024-10-04 18:50:00,QR Ticket,Student,Banashankari,Jnanabharathi,23,30,UPI
TXN00019350,DEL113,2024-10-28 06:54:00,Token,Women,Hindon River,Rithala,67,60,NCMC Card
TXN00019351,DEL165,2024-10-21 23:40:00,Smart Card,General,Kalindi Kunj,Lok Kalyan Marg,44,36,UPI
TXN00019352,HYD004,2024-11-16 05:18:00,Monthly Pass,General,Kukatpally,New Market,38,36,UPI
TXN00019353,DEL144,2024-12-01 18:17:00,Token,General,Sant Surdas Sihi,Karol Bagh,61,50,Cash
TXN00019354,BLR045,2024-10-04 08:36:00,Smart Card,General,Peenya,Magadi Road,19,27,NCMC Card
TXN00019355,KOL010,2024-11-19 09:51:00,Monthly Pass,Student,Central,Dakshineswar,18,27,Credit/Debit Card
TXN00019356,MUM024,2024-12-23 09:29:00,Smart Card,General,Lower Malad,Versova,21,27,NCMC Card
TXN00019357,DEL059,2024-12-13 19:09:00,QR Ticket,Student,Kirti Nagar,Kashmere Gate,25,30,UPI
TXN00019358,KOC003,2024-11-04 09:42:00,Token,Student,Companypady,Vyttila,16,30,Cash
TXN00019359,DEL097,2024-12-09 20:58:00,Smart Card,General,Pratap Nagar,Supreme Court,28,36,Metro App
TXN00019360,LKO002,2024-12-10 14:26:00,Smart Card,Student,Amausi,Lekhraj Market,22,27,UPI
TXN00019361,HYD005,2024-12-21 22:42:00,Smart Card,Women,Balanagar,Bharat Nagar,9,9,UPI
TXN00019362,CHN033,2024-10-18 09:44:00,Monthly Pass,Senior Citizen,CMBT,Mannadi,22,27,NCMC Card
TXN00019363,DEL152,2024-12-16 06:17:00,Smart Card,General,Vasant Vihar,Azadpur,27,27,NCMC Card
TXN00019364,DEL153,2024-12-07 10:55:00,Smart Card,Senior Citizen,Munirka,Shivaji Stadium,12,18,NCMC Card
TXN00019365,BLR040,2024-12-23 20:05:00,QR Ticket,General,Manjunathanagar,Chickpete,27,30,UPI
TXN00019366,KOL034,2024-12-10 12:45:00,QR Ticket,General,Sealdah,Central,14,20,NCMC Card
TXN00019367,DEL063,2024-11-18 08:42:00,Smart Card,General,Karol Bagh,IP Extension,31,36,Metro App
TXN00019368,DEL036,2024-12-11 20:44:00,Monthly Pass,General,IFFCO Chowk,Harkesh Nagar Okhla,44,36,Credit/Debit Card
TXN00019369,BLR015,2024-11-06 19:13:00,QR Ticket,Differently-abled,Majestic,Madavara,27,30,Cash
TXN00019370,DEL115,2024-10-10 10:09:00,QR Ticket,General,Lal Qila,Nawada,30,40,UPI
TXN00019371,DEL209,2024-10-08 16:58:00,Smart Card,General,Rajdhani Park,Vinobapuri,44,36,UPI
TXN00019372,KOL018,2024-10-08 06:20:00,Token,General,Kalighat,Maidan,12,20,Cash
TXN00019373,MUM021,2024-12-20 06:45:00,Smart Card,Student,Dahanukarwadi,Marol Naka,22,27,NCMC Card
TXN00019374,MUM038,2024-11-04 07:50:00,Smart Card,General,Goregaon East,Mumbai Central Metro,39,36,NCMC Card
TXN00019375,DEL099,2024-10-14 18:48:00,Smart Card,Senior Citizen,Tis Hazari,Jahangirpuri,30,36,Metro App
TXN00019376,DEL027,2024-12-23 18:12:00,Token,General,Saket,Shastri Nagar,49,50,NCMC Card
TXN00019377,DEL071,2024-11-21 20:35:00,Token,General,Akshardham,Netaji Subhash Place,37,40,Cash
TXN00019378,HYD034,2024-11-16 20:24:00,Smart Card,Tourist,Jubilee Hills Road No 5,Gandhi Bhavan,26,27,UPI
TXN00019379,LKO013,2024-12-26 19:50:00,QR Ticket,General,Hazratganj,Lekhraj Market,12,20,Cash
TXN00019380,DEL160,2024-10-29 09:20:00,Smart Card,General,Okhla NSIC,Rajiv Chowk,20,27,Metro App
